# x_m, y_m, w_tr_right_m, w_tr_left_m
-9.59901e+01,2.23126e+02,1.10000e+00,1.10000e+00
-9.17672e+01,2.24117e+02,1.10000e+00,1.10000e+00
-8.75443e+01,2.25109e+02,1.10000e+00,1.10000e+00
-8.33214e+01,2.26101e+02,1.10000e+00,1.10000e+00
-7.90985e+01,2.27092e+02,1.10000e+00,1.10000e+00
-7.48755e+01,2.28084e+02,1.10000e+00,1.10000e+00
-7.06525e+01,2.29077e+02,1.10000e+00,1.10000e+00
-6.64294e+01,2.30069e+02,1.10000e+00,1.10000e+00
-6.22064e+01,2.31062e+02,1.10000e+00,1.10000e+00
-5.79833e+01,2.32055e+02,1.10000e+00,1.10000e+00
-5.37602e+01,2.33048e+02,1.10000e+00,1.10000e+00
-4.95371e+01,2.34042e+02,1.10000e+00,1.10000e+00
-4.53140e+01,2.35036e+02,1.10000e+00,1.10000e+00
-4.10909e+01,2.36031e+02,1.10000e+00,1.10000e+00
-3.68679e+01,2.37025e+02,1.10000e+00,1.10000e+00
-3.26449e+01,2.38020e+02,1.10000e+00,1.10000e+00
-2.84220e+01,2.39015e+02,1.10000e+00,1.10000e+00
-2.41992e+01,2.40010e+02,1.10000e+00,1.10000e+00
-1.99765e+01,2.41004e+02,1.10000e+00,1.10000e+00
-1.57539e+01,2.41999e+02,1.10000e+00,1.10000e+00
-1.15315e+01,2.42993e+02,1.10000e+00,1.10000e+00
-7.30925e+00,2.43987e+02,1.10000e+00,1.10000e+00
-3.08717e+00,2.44981e+02,1.10000e+00,1.10000e+00
1.13471e+00,2.45974e+02,1.10000e+00,1.10000e+00
5.35637e+00,2.46966e+02,1.10000e+00,1.10000e+00
9.57780e+00,2.47959e+02,1.10000e+00,1.10000e+00
1.37990e+01,2.48950e+02,1.10000e+00,1.10000e+00
1.80200e+01,2.49941e+02,1.10000e+00,1.10000e+00
2.22413e+01,2.50930e+02,1.10000e+00,1.10000e+00
2.64638e+01,2.51917e+02,1.10000e+00,1.10000e+00
3.06879e+01,2.52901e+02,1.10000e+00,1.10000e+00
3.49145e+01,2.53882e+02,1.10000e+00,1.10000e+00
3.91442e+01,2.54858e+02,1.10000e+00,1.10000e+00
4.33776e+01,2.55828e+02,1.10000e+00,1.10000e+00
4.76155e+01,2.56793e+02,1.10000e+00,1.10000e+00
5.18557e+01,2.57755e+02,1.10000e+00,1.10000e+00
5.60834e+01,2.58745e+02,1.10000e+00,1.10000e+00
6.02805e+01,2.59798e+02,1.10000e+00,1.10000e+00
6.44287e+01,2.60947e+02,1.10000e+00,1.10000e+00
6.85003e+01,2.62273e+02,1.10000e+00,1.10000e+00
7.24253e+01,2.64046e+02,1.10000e+00,1.10000e+00
7.61037e+01,2.66507e+02,1.10000e+00,1.10000e+00
7.93545e+01,2.69521e+02,1.10000e+00,1.10000e+00
8.20240e+01,2.72878e+02,1.10000e+00,1.10000e+00
8.41728e+01,2.76507e+02,1.10000e+00,1.10000e+00
8.59194e+01,2.80368e+02,1.10000e+00,1.10000e+00
8.73825e+01,2.84424e+02,1.10000e+00,1.10000e+00
8.86872e+01,2.88624e+02,1.10000e+00,1.10000e+00
8.99866e+01,2.92859e+02,1.10000e+00,1.10000e+00
9.14414e+01,2.97008e+02,1.10000e+00,1.10000e+00
9.32122e+01,3.00949e+02,1.10000e+00,1.10000e+00
9.54250e+01,3.04582e+02,1.10000e+00,1.10000e+00
9.80623e+01,3.07899e+02,1.10000e+00,1.10000e+00
1.01069e+02,3.10915e+02,1.10000e+00,1.10000e+00
1.04390e+02,3.13648e+02,1.10000e+00,1.10000e+00
1.07971e+02,3.16114e+02,1.10000e+00,1.10000e+00
1.11755e+02,3.18328e+02,1.10000e+00,1.10000e+00
1.15689e+02,3.20307e+02,1.10000e+00,1.10000e+00
1.19717e+02,3.22067e+02,1.10000e+00,1.10000e+00
1.23792e+02,3.23626e+02,1.10000e+00,1.10000e+00
1.27902e+02,3.25009e+02,1.10000e+00,1.10000e+00
1.32043e+02,3.26241e+02,1.10000e+00,1.10000e+00
1.36211e+02,3.27349e+02,1.10000e+00,1.10000e+00
1.40402e+02,3.28359e+02,1.10000e+00,1.10000e+00
1.44613e+02,3.29297e+02,1.10000e+00,1.10000e+00
1.48838e+02,3.30189e+02,1.10000e+00,1.10000e+00
1.53075e+02,3.31061e+02,1.10000e+00,1.10000e+00
1.57319e+02,3.31935e+02,1.10000e+00,1.10000e+00
1.61570e+02,3.32813e+02,1.10000e+00,1.10000e+00
1.65825e+02,3.33692e+02,1.10000e+00,1.10000e+00
1.70083e+02,3.34569e+02,1.10000e+00,1.10000e+00
1.74344e+02,3.35444e+02,1.10000e+00,1.10000e+00
1.78606e+02,3.36312e+02,1.10000e+00,1.10000e+00
1.82868e+02,3.37171e+02,1.10000e+00,1.10000e+00
1.87128e+02,3.38020e+02,1.10000e+00,1.10000e+00
1.91385e+02,3.38857e+02,1.10000e+00,1.10000e+00
1.95640e+02,3.39685e+02,1.10000e+00,1.10000e+00
1.99893e+02,3.40512e+02,1.10000e+00,1.10000e+00
2.04143e+02,3.41341e+02,1.10000e+00,1.10000e+00
2.08391e+02,3.42179e+02,1.10000e+00,1.10000e+00
2.12638e+02,3.43030e+02,1.10000e+00,1.10000e+00
2.16883e+02,3.43901e+02,1.10000e+00,1.10000e+00
2.21126e+02,3.44797e+02,1.10000e+00,1.10000e+00
2.25368e+02,3.45722e+02,1.10000e+00,1.10000e+00
2.29611e+02,3.46666e+02,1.10000e+00,1.10000e+00
2.33855e+02,3.47607e+02,1.10000e+00,1.10000e+00
2.38103e+02,3.48523e+02,1.10000e+00,1.10000e+00
2.42356e+02,3.49392e+02,1.10000e+00,1.10000e+00
2.46617e+02,3.50193e+02,1.10000e+00,1.10000e+00
2.50888e+02,3.50904e+02,1.10000e+00,1.10000e+00
2.55170e+02,3.51503e+02,1.10000e+00,1.10000e+00
2.59464e+02,3.51951e+02,1.10000e+00,1.10000e+00
2.63755e+02,3.51979e+02,1.10000e+00,1.10000e+00
2.68006e+02,3.51178e+02,1.10000e+00,1.10000e+00
2.72057e+02,3.49497e+02,1.10000e+00,1.10000e+00
2.75683e+02,3.47147e+02,1.10000e+00,1.10000e+00
2.79003e+02,3.44427e+02,1.10000e+00,1.10000e+00
2.82351e+02,3.41672e+02,1.10000e+00,1.10000e+00
2.85719e+02,3.38890e+02,1.10000e+00,1.10000e+00
2.88863e+02,3.35878e+02,1.10000e+00,1.10000e+00
2.91669e+02,3.32569e+02,1.10000e+00,1.10000e+00
2.94113e+02,3.29000e+02,1.10000e+00,1.10000e+00
2.96172e+02,3.25208e+02,1.10000e+00,1.10000e+00
2.97825e+02,3.21232e+02,1.10000e+00,1.10000e+00
2.99047e+02,3.17109e+02,1.10000e+00,1.10000e+00
2.99819e+02,3.12876e+02,1.10000e+00,1.10000e+00
3.00116e+02,3.08573e+02,1.10000e+00,1.10000e+00
2.99919e+02,3.04237e+02,1.10000e+00,1.10000e+00
2.99236e+02,2.99925e+02,1.10000e+00,1.10000e+00
2.98092e+02,2.95705e+02,1.10000e+00,1.10000e+00
2.96514e+02,2.91644e+02,1.10000e+00,1.10000e+00
2.94531e+02,2.87804e+02,1.10000e+00,1.10000e+00
2.92203e+02,2.84183e+02,1.10000e+00,1.10000e+00
2.89612e+02,2.80736e+02,1.10000e+00,1.10000e+00
2.86839e+02,2.77415e+02,1.10000e+00,1.10000e+00
2.83964e+02,2.74178e+02,1.10000e+00,1.10000e+00
2.81022e+02,2.71000e+02,1.10000e+00,1.10000e+00
2.78025e+02,2.67872e+02,1.10000e+00,1.10000e+00
2.74981e+02,2.64787e+02,1.10000e+00,1.10000e+00
2.71901e+02,2.61735e+02,1.10000e+00,1.10000e+00
2.68794e+02,2.58706e+02,1.10000e+00,1.10000e+00
2.65670e+02,2.55694e+02,1.10000e+00,1.10000e+00
2.62539e+02,2.52687e+02,1.10000e+00,1.10000e+00
2.59410e+02,2.49679e+02,1.10000e+00,1.10000e+00
2.56287e+02,2.46666e+02,1.10000e+00,1.10000e+00
2.53168e+02,2.43648e+02,1.10000e+00,1.10000e+00
2.50054e+02,2.40626e+02,1.10000e+00,1.10000e+00
2.46943e+02,2.37601e+02,1.10000e+00,1.10000e+00
2.43836e+02,2.34573e+02,1.10000e+00,1.10000e+00
2.40732e+02,2.31542e+02,1.10000e+00,1.10000e+00
2.37630e+02,2.28508e+02,1.10000e+00,1.10000e+00
2.34530e+02,2.25474e+02,1.10000e+00,1.10000e+00
2.31432e+02,2.22437e+02,1.10000e+00,1.10000e+00
2.28334e+02,2.19400e+02,1.10000e+00,1.10000e+00
2.25237e+02,2.16363e+02,1.10000e+00,1.10000e+00
2.22141e+02,2.13326e+02,1.10000e+00,1.10000e+00
2.19043e+02,2.10290e+02,1.10000e+00,1.10000e+00
2.15945e+02,2.07254e+02,1.10000e+00,1.10000e+00
2.12845e+02,2.04220e+02,1.10000e+00,1.10000e+00
2.09743e+02,2.01188e+02,1.10000e+00,1.10000e+00
2.06639e+02,1.98158e+02,1.10000e+00,1.10000e+00
2.03534e+02,1.95130e+02,1.10000e+00,1.10000e+00
2.00426e+02,1.92104e+02,1.10000e+00,1.10000e+00
1.97316e+02,1.89080e+02,1.10000e+00,1.10000e+00
1.94205e+02,1.86058e+02,1.10000e+00,1.10000e+00
1.91091e+02,1.83038e+02,1.10000e+00,1.10000e+00
1.87977e+02,1.80019e+02,1.10000e+00,1.10000e+00
1.84860e+02,1.77002e+02,1.10000e+00,1.10000e+00
1.81742e+02,1.73987e+02,1.10000e+00,1.10000e+00
1.78622e+02,1.70973e+02,1.10000e+00,1.10000e+00
1.75501e+02,1.67960e+02,1.10000e+00,1.10000e+00
1.72379e+02,1.64949e+02,1.10000e+00,1.10000e+00
1.69255e+02,1.61940e+02,1.10000e+00,1.10000e+00
1.66130e+02,1.58931e+02,1.10000e+00,1.10000e+00
1.63004e+02,1.55924e+02,1.10000e+00,1.10000e+00
1.59877e+02,1.52918e+02,1.10000e+00,1.10000e+00
1.56749e+02,1.49912e+02,1.10000e+00,1.10000e+00
1.53619e+02,1.46908e+02,1.10000e+00,1.10000e+00
1.50489e+02,1.43905e+02,1.10000e+00,1.10000e+00
1.47358e+02,1.40903e+02,1.10000e+00,1.10000e+00
1.44226e+02,1.37902e+02,1.10000e+00,1.10000e+00
1.41093e+02,1.34901e+02,1.10000e+00,1.10000e+00
1.37960e+02,1.31901e+02,1.10000e+00,1.10000e+00
1.34826e+02,1.28901e+02,1.10000e+00,1.10000e+00
1.31692e+02,1.25903e+02,1.10000e+00,1.10000e+00
1.28557e+02,1.22904e+02,1.10000e+00,1.10000e+00
1.25421e+02,1.19906e+02,1.10000e+00,1.10000e+00
1.22285e+02,1.16909e+02,1.10000e+00,1.10000e+00
1.19149e+02,1.13912e+02,1.10000e+00,1.10000e+00
1.16013e+02,1.10915e+02,1.10000e+00,1.10000e+00
1.12877e+02,1.07918e+02,1.10000e+00,1.10000e+00
1.09740e+02,1.04921e+02,1.10000e+00,1.10000e+00
1.06603e+02,1.01925e+02,1.10000e+00,1.10000e+00
1.03467e+02,9.89281e+01,1.10000e+00,1.10000e+00
1.00330e+02,9.59316e+01,1.10000e+00,1.10000e+00
9.71932e+01,9.29351e+01,1.10000e+00,1.10000e+00
9.40564e+01,8.99386e+01,1.10000e+00,1.10000e+00
9.09196e+01,8.69422e+01,1.10000e+00,1.10000e+00
8.77828e+01,8.39457e+01,1.10000e+00,1.10000e+00
8.46460e+01,8.09493e+01,1.10000e+00,1.10000e+00
8.15093e+01,7.79528e+01,1.10000e+00,1.10000e+00
7.83726e+01,7.49563e+01,1.10000e+00,1.10000e+00
7.52359e+01,7.19597e+01,1.10000e+00,1.10000e+00
7.20993e+01,6.89631e+01,1.10000e+00,1.10000e+00
6.89628e+01,6.59664e+01,1.10000e+00,1.10000e+00
6.58264e+01,6.29697e+01,1.10000e+00,1.10000e+00
6.26900e+01,5.99728e+01,1.10000e+00,1.10000e+00
5.95538e+01,5.69759e+01,1.10000e+00,1.10000e+00
5.64177e+01,5.39788e+01,1.10000e+00,1.10000e+00
5.32817e+01,5.09816e+01,1.10000e+00,1.10000e+00
5.01458e+01,4.79843e+01,1.10000e+00,1.10000e+00
4.70101e+01,4.49868e+01,1.10000e+00,1.10000e+00
4.38745e+01,4.19892e+01,1.10000e+00,1.10000e+00
4.07392e+01,3.89914e+01,1.10000e+00,1.10000e+00
3.76040e+01,3.59935e+01,1.10000e+00,1.10000e+00
3.44690e+01,3.29953e+01,1.10000e+00,1.10000e+00
3.13342e+01,2.99970e+01,1.10000e+00,1.10000e+00
2.81996e+01,2.69984e+01,1.10000e+00,1.10000e+00
2.50652e+01,2.39996e+01,1.10000e+00,1.10000e+00
2.19311e+01,2.10006e+01,1.10000e+00,1.10000e+00
1.87973e+01,1.80014e+01,1.10000e+00,1.10000e+00
1.56637e+01,1.50019e+01,1.10000e+00,1.10000e+00
1.25303e+01,1.20021e+01,1.10000e+00,1.10000e+00
9.39728e+00,9.00202e+00,1.10000e+00,1.10000e+00
6.26453e+00,6.00167e+00,1.10000e+00,1.10000e+00
3.13210e+00,3.00100e+00,1.10000e+00,1.10000e+00
